total_cup_points,species,country_of_origin,altitude_mean_meters,processing_method,aroma,flavor,aftertaste,acidity,body,balance,region
74,Arabica,Mexico,1200.0,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,xalapa
73,Arabica,Mexico,1250.0,Washed / Wet,7.67,7.0,7.17,7.58,7.33,7.33,coatepec
73,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.17,7.17,7.17,7.58,7.67,6.92,kona
73,Arabica,Brazil,1310.64,Washed / Wet,7.25,6.58,6.58,7.0,7.0,6.42,campos altos - cerrado
73,Arabica,Honduras,1350.0,Washed / Wet,7.0,7.17,6.83,7.17,7.0,7.17,intibuca
72,Arabica,Mexico,1200.0,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,sierra alta mixe y zapoteca
72,Arabica,United States (Hawaii),1310.64,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,kona
72,Arabica,Haiti,1020.0,Washed / Wet,6.92,6.75,7.08,7.17,7.33,6.67,marmelade
71,Arabica,Costa Rica,1200.0,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,occidental
71,Arabica,Mexico,800.0,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7.0,tlatlauquitepec
71,Arabica,Mexico,1800.0,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,veracruz
70,Arabica,Mexico,1000.0,Washed / Wet,6.92,7.0,6.83,6.92,7.42,6.92,"sierra norte yajalon, chiapas"
70,Arabica,Brazil,1310.64,Natural / Dry,7.0,7.0,6.83,7.0,7.33,6.83,cerrado
69,Arabica,Honduras,1450.0,Washed / Wet,6.67,6.5,6.17,6.67,6.83,6.17,marcala
69,Arabica,Honduras,1450.0,Washed / Wet,7.0,6.17,6.17,6.67,6.5,6.17,marcala
69,Arabica,Honduras,1450.0,Washed / Wet,7.0,6.33,6.17,6.5,6.67,6.17,marcala
68,Arabica,Mexico,900.0,Washed / Wet,7.08,6.83,6.25,7.42,7.25,6.75,juchique de ferrer
67,Arabica,Haiti,350.0,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,"department d'artibonite , haiti"
63,Arabica,Nicaragua,1100.0,Other,7.25,6.58,6.33,6.25,6.42,6.08,jalapa
59,Arabica,Guatemala,1417.32,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,nuevo oriente
0,Arabica,Honduras,1400.0,Washed / Wet,0.0,0.0,0.0,0.0,0.0,0.0,comayagua
83,Robusta,Uganda,1488.0,Washed / Wet,7.83,8.08,7.75,7.92,8.25,7.92,sheema south western
83,Robusta,India,3170.0,Washed / Wet,8.0,7.75,7.92,8.0,7.92,7.92,chikmagalur karnataka indua
83,Robusta,India,1000.0,Washed / Wet,7.92,7.83,7.92,8.0,7.83,7.92,chikmagalur
83,Robusta,Uganda,1212.0,Washed / Wet,8.0,7.92,7.92,7.75,7.83,7.75,central
83,Robusta,Uganda,1250.0,Washed / Wet,8.33,7.83,7.83,7.75,8.25,7.75,luwero central region
82,Robusta,India,3000.0,Washed / Wet,8.0,7.92,7.67,8.0,7.75,7.92,chikmagalur
82,Robusta,India,750.0,Washed / Wet,7.67,7.75,7.83,7.83,7.92,7.75,chikmagalur
82,Robusta,India,3140.0,Washed / Wet,7.67,7.75,7.83,7.67,7.92,7.83,chikmagalur karnataka india
82,Robusta,India,1000.0,Washed / Wet,7.67,7.75,7.58,7.83,7.83,8.0,chikmagalur karnataka
82,Robusta,Uganda,1100.0,Washed / Wet,7.67,7.83,7.83,7.83,7.92,7.75,western
81,Robusta,Uganda,1095.0,Washed / Wet,7.58,7.92,7.75,7.83,7.5,7.67,iganga namadrope eastern
81,Robusta,India,1000.0,Natural / Dry,7.67,7.83,7.75,7.5,7.75,7.58,chikmagalur karnataka
81,Robusta,India,750.0,Washed / Wet,7.58,7.58,7.67,7.58,7.67,7.67,chikmagalur
81,Robusta,Uganda,1367.0,Washed / Wet,8.0,7.75,7.75,7.58,7.67,7.5,eastern
81,Robusta,Uganda,1488.0,Washed / Wet,8.0,7.67,7.75,7.5,7.67,7.58,south western
81,Robusta,India,1000.0,Washed / Wet,7.75,7.75,7.67,7.67,7.58,7.58,chikmagalur
81,Robusta,India,750.0,Natural / Dry,7.5,7.5,7.25,7.83,7.67,7.83,chikmagalur
80,Robusta,Uganda,1600.0,Washed / Wet,7.33,7.58,7.5,7.75,7.75,7.67,western
80,Robusta,Uganda,1745.0,Washed / Wet,7.83,7.58,7.33,7.67,7.5,7.5,western
80,Robusta,Uganda,1200.0,Washed / Wet,7.75,7.42,7.33,7.58,7.67,7.58,southern
80,Robusta,India,750.0,Washed / Wet,7.67,7.67,7.5,7.33,7.58,7.5,chikmagalur
80,Robusta,India,750.0,Natural / Dry,7.58,7.42,7.42,7.83,7.42,7.5,chikmagalur
79,Robusta,United States,3000.0,Natural / Dry,7.92,7.5,7.42,7.42,7.42,7.42,chikmagalur
78,Robusta,Ecuador,1310.64,Washed / Wet,7.75,7.58,7.33,7.58,5.08,7.83,"san juan, playas"
78,Robusta,Ecuador,40.0,Washed / Wet,7.5,7.67,7.75,7.75,5.17,5.25,"san juan, playas"
77,Robusta,United States,795.0,Natural / Dry,7.33,7.33,7.17,7.42,7.5,7.17,"kwanza norte province, angola"
